Gene name,Gene ID,Expression level
qars-1,WBGene00001336,29.569
nspb-12,WBGene00017305,29.519
B0041.11,WBGene00206362,29.516
rha-1,WBGene00004355,29.512
T06D8.9,WBGene00011529,29.5
riok-2,WBGene00013688,29.456
drp-1,WBGene00001093,29.45
gei-6,WBGene00001563,29.438
fecl-1,WBGene00010645,29.419
sams-1,WBGene00008205,29.384
D1054.8,WBGene00008375,29.38
clk-1,WBGene00000536,29.379
D1007.13,WBGene00017009,29.365
C14C10.5,WBGene00007588,29.36
dcap-2,WBGene00003582,29.337
Y58A7A.3,WBGene00021977,29.323
F54B3.1,WBGene00010013,29.306
taf-1,WBGene00006382,29.304
cdc-14,WBGene00000383,29.299
acdh-9,WBGene00017874,29.272
nsy-7,WBGene00044508,29.256
rbd-1,WBGene00004315,29.247
W07E11.1,WBGene00012326,29.244
ztf-4,WBGene00020399,29.24
faah-4,WBGene00013232,29.23
C35A5.8,WBGene00007952,29.227
Y73E7A.1,WBGene00022268,29.219
strd-1,WBGene00013132,29.216
mdf-1,WBGene00003160,29.208
col-117,WBGene00000691,29.205
abhd-3.1,WBGene00013358,29.187
nhr-49,WBGene00003639,29.18
ufd-2,WBGene00006734,29.173
letm-1,WBGene00010279,29.161
Y47H9C.8,WBGene00012951,29.161
fem-1,WBGene00001411,29.147
rae-1,WBGene00003803,29.141
emb-30,WBGene00001284,29.138
fnta-1,WBGene00019823,29.12
cup-15,WBGene00009627,29.105
sru-39,WBGene00005702,29.092
mtm-1,WBGene00003475,29.06
C36B1.14,WBGene00044614,29.056
mrpl-53,WBGene00008459,29.051
uba-5,WBGene00020184,29.047
B0001.5,WBGene00007090,29.041
pqn-80,WBGene00004161,29.035
qdpr-1,WBGene00011398,29.032
lsy-22,WBGene00009188,29.024
R12E2.15,WBGene00020040,29.024
cct-8,WBGene00021934,29.017
clp-7,WBGene00000547,29.016
T13H5.4,WBGene00011758,28.926
Y105E8A.20,WBGene00013678,28.922
nhr-58,WBGene00003648,28.921
M01G5.3,WBGene00019716,28.91
K04B12.2,WBGene00010550,28.901
fitm-2,WBGene00044094,28.881
vps-16,WBGene00006516,28.811
jhdm-1,WBGene00020821,28.797
M176.4,WBGene00010943,28.794
ile-2,WBGene00002071,28.753
aph-1,WBGene00000147,28.74
F19C6.2,WBGene00008951,28.729
cdk-12,WBGene00007135,28.71
lin-45,WBGene00003030,28.705
svh-5,WBGene00006462,28.701
C52E12.1,WBGene00016888,28.694
athp-2,WBGene00019217,28.689
tomm-40,WBGene00007686,28.687
eif-3.E,WBGene00001228,28.68
Y47G6A.18,WBGene00021644,28.663
ilcr-2,WBGene00018960,28.656
K05C4.5,WBGene00010582,28.565
taco-1,WBGene00021757,28.557
apn-1,WBGene00000151,28.553
epg-4,WBGene00018150,28.544
ZK858.6,WBGene00014119,28.541
gly-5,WBGene00001630,28.529
mrck-1,WBGene00006437,28.51
Y40B1B.7,WBGene00012739,28.494
ceh-20,WBGene00000443,28.448
pst-2,WBGene00018827,28.387
wnk-1,WBGene00006941,28.37
F12A10.8,WBGene00017397,28.332
B0310.3,WBGene00015139,28.309
mig-5,WBGene00003241,28.308
Y54E10BR.3,WBGene00021842,28.28
snfc-5,WBGene00011111,28.269
sax-2,WBGene00004728,28.268
Y67A10A.7,WBGene00013456,28.264
bpnt-1,WBGene00044063,28.257
gpdh-2,WBGene00010778,28.235
cdr-6,WBGene00010471,28.208
T28F4.1,WBGene00012136,28.207
thoc-3,WBGene00009341,28.201
pes-7,WBGene00003980,28.187
W01G7.4,WBGene00012188,28.172
sin-3,WBGene00004117,28.158
F48F7.6,WBGene00009851,28.153
mrpl-4,WBGene00020717,28.144
mtm-5,WBGene00003477,28.134
ptc-3,WBGene00004210,28.128
col-125,WBGene00000699,28.111
Y108G3AL.2,WBGene00022434,28.097
ama-1,WBGene00000123,28.072
inso-1,WBGene00016871,28.07
lpd-2,WBGene00003059,28.052
ell-1,WBGene00021281,28.048
F13E9.1,WBGene00008750,28.038
C33A12.3,WBGene00007882,28.034
ZK353.9,WBGene00022704,28.03
sacy-1,WBGene00019245,28.021
F10E7.5,WBGene00017347,28.013
ZK287.4,WBGene00013965,28.01
C26F1.3,WBGene00016148,27.975
otub-2,WBGene00021733,27.974
nuaf-3,WBGene00011123,27.967
Y41D4A.6,WBGene00021508,27.953
agxt-1,WBGene00011767,27.935
ttc-17,WBGene00020553,27.899
hxk-2,WBGene00010416,27.897
hsp-75,WBGene00020110,27.887
lron-7,WBGene00019351,27.88
ZK546.14,WBGene00022765,27.875
algn-11,WBGene00015162,27.866
R144.6,WBGene00020096,27.864
C26D10.4,WBGene00007745,27.863
rpb-3,WBGene00007971,27.831
ttc-7,WBGene00021444,27.83
Y119D3B.12,WBGene00022489,27.813
dct-1,WBGene00015776,27.791
Y37H2A.1,WBGene00012562,27.736
T12D8.10,WBGene00023450,27.726
tat-1,WBGene00013034,27.656
W02D3.4,WBGene00020933,27.655
lbp-4,WBGene00002256,27.653
cchl-1,WBGene00011527,27.63
csn-6,WBGene00000818,27.61
F22G12.5,WBGene00009065,27.588
T04H1.2,WBGene00011449,27.584
coq-6,WBGene00000766,27.582
twk-7,WBGene00006662,27.552
T28F4.4,WBGene00012139,27.549
Y57G11C.36,WBGene00013325,27.533
Y56A3A.22,WBGene00013239,27.519
C17E4.6,WBGene00007645,27.487
dsb-3,WBGene00016701,27.455
msra-1,WBGene00018393,27.45
dpf-7,WBGene00001060,27.444
F33A8.4,WBGene00009352,27.422
tag-232,tag-232,27.421
C47E12.2,WBGene00008147,27.413
pges-2,WBGene00011239,27.408
puf-9,WBGene00004245,27.4
coq-2,WBGene00000762,27.394
mrpl-14,WBGene00018475,27.339
ddx-23,WBGene00017162,27.335
dph-1,WBGene00007576,27.3
C34B7.2,WBGene00007912,27.291
F55F8.2,WBGene00018890,27.241
F57B1.5,WBGene00010188,27.231
let-858,WBGene00002957,27.215
nlp-33,WBGene00003771,27.201
prp-21,WBGene00004188,27.199
K07C5.3,WBGene00010626,27.194
dsbn-1,WBGene00013697,27.173
akt-2,WBGene00000103,27.171
F35H10.6,WBGene00018071,27.17
F31E3.6,WBGene00017952,27.168
mvb-12,WBGene00015508,27.149
tofu-1,WBGene00007785,27.142
hid-1,WBGene00001844,27.142
jmjd-5,WBGene00007387,27.141
let-721,WBGene00002855,27.134
npp-2,WBGene00003788,27.113
pid-2,WBGene00021676,27.086
dab-1,WBGene00000894,27.073
ZK858.5,WBGene00014118,27.061
C47G2.3,WBGene00008164,27.06
sec-16,WBGene00013985,27.032
mlk-1,WBGene00003374,27.029
maco-1,WBGene00017066,26.997
rrbs-1,WBGene00007617,26.95
dph-3,WBGene00010484,26.94
ckr-2,WBGene00021439,26.938
Y55B1BL.1,WBGene00021909,26.928
bed-2,WBGene00012943,26.922
F02E9.10,WBGene00008533,26.921
Y54F10AL.1,WBGene00021847,26.908
F08B6.1,WBGene00017239,26.854
B0238.11,WBGene00015075,26.841
tag-325,WBGene00008006,26.829
K10D2.5,WBGene00019631,26.808
lsm-7,WBGene00003081,26.774
trcs-2,WBGene00011312,26.759
C35D10.10,WBGene00016446,26.752
T18D3.6,WBGene00011823,26.74
pqn-18,WBGene00004108,26.734
Y65B4A.8,WBGene00022031,26.729
nhr-1,WBGene00003600,26.724
pdpr-1,WBGene00013718,26.722
C05C9.3,WBGene00007327,26.693
mtr-4,WBGene00012342,26.686
K03H6.5,WBGene00019370,26.665
pxf-1,WBGene00004254,26.664
C16C10.4,WBGene00007625,26.652
him-1,WBGene00001860,26.645
nstp-4,WBGene00015404,26.642
klp-16,WBGene00002226,26.638
agt-1,WBGene00000093,26.613
F58B3.6,WBGene00010232,26.6
mac-1,WBGene00003119,26.578
F32A11.1,WBGene00009307,26.566
skr-18,WBGene00018935,26.544
F54E7.9,WBGene00018831,26.541
pfs-2,WBGene00011051,26.536
sli-1,WBGene00004829,26.51
eif-3.H,WBGene00001231,26.497
pkn-1,WBGene00009793,26.483
ZK1098.11,WBGene00014226,26.462
lfe-2,WBGene00002979,26.459
tre-2,WBGene00006608,26.454
cwc-15,WBGene00011687,26.438
vps-41,WBGene00017974,26.427
Y51H7BR.4,WBGene00021776,26.393
W03F8.4,WBGene00020994,26.388
ZK1127.13,WBGene00195239,26.382
eif-2Bdelta,WBGene00008670,26.376
snrp-27,WBGene00011035,26.369
Y32H12A.8,WBGene00021316,26.356
C14A11.9,WBGene00050944,26.355
ula-1,WBGene00006735,26.354
VF15C11L.2,WBGene00201458,26.353
rpac-19,WBGene00010230,26.353
set-14,WBGene00011068,26.294
samp-1,WBGene00011994,26.288
zipt-9,WBGene00011329,26.253
F53A2.3,WBGene00009951,26.235
amt-3,WBGene00000135,26.212
C38H2.2,WBGene00008019,26.208
mrpl-22,WBGene00012645,26.207
D1025.10,WBGene00044134,26.188
Y66A7A.2,WBGene00013422,26.177
tbp-1,WBGene00006542,26.174
cfp-1,WBGene00009924,26.165
num-1,WBGene00003830,26.162
swsn-6,WBGene00022774,26.159
mgl-1,WBGene00003232,26.156
sec-5,WBGene00004752,26.132
ran-2,WBGene00004303,26.126
unc-78,WBGene00006810,26.125
Y71F9AL.12,WBGene00022117,26.123
mrps-21,WBGene00017924,26.121
col-38,WBGene00000615,26.098
M03F8.3,WBGene00019762,26.062
B0393.8,WBGene00007173,26.052
misc-1,WBGene00015186,26.026
tin-13,WBGene00006574,26.018
symk-1,WBGene00017797,25.997
rrp-8,WBGene00020296,25.996
C01B10.8,WBGene00015282,25.98
csnk-1,WBGene00013709,25.974
cogc-3,WBGene00022121,25.968
D1007.4,WBGene00017002,25.967
sld-5,WBGene00013768,25.967
C33D9.3,WBGene00007898,25.964
Y66D12A.8,WBGene00013434,25.961
dbr-1,WBGene00000937,25.927
cdk-9,WBGene00000410,25.927
unc-132,WBGene00021078,25.922
scpl-4,WBGene00011897,25.874
rimb-1,WBGene00006513,25.866
csn-1,WBGene00000813,25.85
Y47G6A.7,WBGene00021637,25.846
F10B5.2,WBGene00008639,25.821
F45G2.8,WBGene00009734,25.82
smg-4,WBGene00004882,25.811
rpb-10,WBGene00021347,25.807
F52C9.3,WBGene00018674,25.797
Y105E8A.25,WBGene00013682,25.788
nhr-4,WBGene00003603,25.731
ida-1,WBGene00002048,25.708
dnj-14,WBGene00001032,25.699
prmt-7,WBGene00012298,25.688
F55H2.7,WBGene00010132,25.684
F25F8.1,WBGene00017795,25.669
T05A12.3,WBGene00020234,25.668
nud-1,WBGene00003829,25.659
F58G11.4,WBGene00010282,25.644
trx-2,WBGene00007099,25.623
cya-1,WBGene00000863,25.605
bath-44,WBGene00015567,25.601
lin-18,WBGene00003007,25.598
C06G3.8,WBGene00015554,25.589
sad-1,WBGene00004719,25.566
npr-28,WBGene00018886,25.558
C23G10.2,WBGene00016011,25.552
F13G3.7,WBGene00008767,25.552
C13F10.7,WBGene00015746,25.545
laf-1,WBGene00002244,25.537
plc-4,WBGene00004039,25.517
pmk-1,WBGene00004055,25.494
F31E8.4,WBGene00017954,25.481
dpy-21,WBGene00001080,25.474
best-13,WBGene00009323,25.47
mdt-6,WBGene00003164,25.466
set-16,WBGene00011729,25.435
arp-6,WBGene00007434,25.433
fbp-1,WBGene00001404,25.427
rab-21,WBGene00004279,25.426
F31C3.2,WBGene00009284,25.425
app-1,WBGene00000155,25.415
syx-5,WBGene00006373,25.402
T10B5.3,WBGene00020389,25.392
F13C5.2,WBGene00017423,25.387
gmps-1,WBGene00010912,25.386
F31C3.3,WBGene00009285,25.372
let-611,WBGene00016750,25.342
R07E4.1,WBGene00019935,25.304
C05G5.3,WBGene00007349,25.3
C29E4.13,WBGene00043051,25.296
sym-4,WBGene00006369,25.289
egl-10,WBGene00001179,25.283
nhr-46,WBGene00003636,25.28
F18C12.3,WBGene00008934,25.276
F54A3.2,WBGene00018781,25.275
rsbp-1,WBGene00011531,25.257
idhb-1,WBGene00007993,25.236
mrps-15,WBGene00010624,25.225
gss-1,WBGene00010941,25.203
linc-4,WBGene00219306,25.196
cyn-1,WBGene00000877,25.174
moc-3,WBGene00018357,25.169
tag-175,WBGene00006520,25.147
T26A5.6,WBGene00020822,25.117
mbk-2,WBGene00003150,25.11
F39G3.3,WBGene00018208,25.109
nspb-11,WBGene00009398,25.102
pals-6,WBGene00007660,25.092
uvs-1,WBGene00022812,25.088
romo-1,WBGene00008860,25.054
nhr-256,WBGene00022805,25.049
acbp-5,WBGene00011731,25.046
syx-2,WBGene00006372,25.01
algn-9,WBGene00007556,24.989
F28C10.3,WBGene00017898,24.972
cla-1,WBGene00018468,24.961
fgt-1,WBGene00019207,24.957
C27A12.2,C27A12.2,24.942
F56A8.5,WBGene00010141,24.935
R57.2,WBGene00020083,24.934
obr-4,WBGene00016331,24.922
pde-2,WBGene00011146,24.893
T10F2.5,WBGene00044604,24.863
C14B9.2,WBGene00015752,24.851
Y54G2A.21,WBGene00021886,24.849
F55H12.2,WBGene00010133,24.849
H09F14.1,WBGene00010375,24.828
C18A3.9,WBGene00015945,24.823
C24H10.2,WBGene00016068,24.823
vps-53,WBGene00011502,24.815
cls-2,WBGene00000549,24.796
C09B7.2,WBGene00015621,24.789
rgr-1,WBGene00004343,24.78
C08B6.8,WBGene00007429,24.78
memo-1,WBGene00016500,24.77
apc-11,WBGene00000145,24.767
cec-10,WBGene00022831,24.766
T05F1.4,WBGene00011490,24.738
abl-1,WBGene00000018,24.737
bra-2,WBGene00017757,24.726
cee-1,WBGene00017825,24.724
nprl-3,WBGene00018072,24.692
elo-1,WBGene00001239,24.686
hacd-1,WBGene00019978,24.676
moa-2,WBGene00015205,24.665
B0564.7,WBGene00007207,24.663
nmy-1,WBGene00003776,24.655
F30F8.9,WBGene00009276,24.615
T23G5.2,WBGene00011962,24.608
rpac-40,WBGene00019275,24.593
Y54G11A.17,WBGene00185067,24.563
disl-2,WBGene00018612,24.563
rbm-12,WBGene00013703,24.558
F41H10.3,WBGene00018316,24.541
C32D5.10,WBGene00016317,24.526
bet-1,WBGene00022473,24.513
E02H1.5,WBGene00008457,24.506
glo-4,WBGene00017195,24.402
ttll-5,WBGene00008331,24.391
cisd-3.2,WBGene00022053,24.387
mrpl-21,WBGene00023422,24.382
C15C6.3,WBGene00007602,24.375
qns-1,WBGene00007698,24.369
C43H6.4,WBGene00016617,24.351
uda-1,WBGene00010697,24.35
glrx-22,WBGene00044608,24.341
F54C9.9,WBGene00010044,24.338
eif-2Balpha,WBGene00014221,24.337
cgt-3,WBGene00019127,24.308
Y73B3A.11,WBGene00022213,24.306
Y47G7B.2,WBGene00021654,24.292
Y46G5A.15,WBGene00012906,24.263
T09F3.2,WBGene00011662,24.258
mdt-30,WBGene00004125,24.217
F35C8.9,WBGene00077784,24.209
alh-11,WBGene00000117,24.207
iscu-1,WBGene00012885,24.207
Y63D3A.7,WBGene00013406,24.197
F59D12.1,F59D12.1,24.193
W02B12.11,WBGene00012206,24.185
F31A3.3,WBGene00017938,24.18
dvc-1,WBGene00011834,24.18
lsy-13,WBGene00020287,24.18
Y67H2A.10,WBGene00013465,24.17
mlc-1,WBGene00003369,24.155
ZK673.2,WBGene00014058,24.146
nft-1,WBGene00003594,24.119
Y53C10A.6,WBGene00013137,24.117
mpc-1,WBGene00011119,24.111
dpy-13,WBGene00001074,24.087
elpc-3,WBGene00014123,24.076
mrps-33,WBGene00009013,24.074
aak-1,WBGene00019801,24.071
sel-5,WBGene00004762,24.057
eas-1,WBGene00018270,24.047
M03C11.8,WBGene00010845,24.036
R13A5.7,WBGene00020050,24.026
K07C5.6,WBGene00010629,24.016
F28B3.5,WBGene00017886,24.014
K11H12.1,WBGene00019658,24.014
atrn-1,WBGene00006432,24.011
F28B12.1,WBGene00017894,23.975
pigl-1,WBGene00013131,23.966
T05G5.5,WBGene00011500,23.966
nmad-1,WBGene00017304,23.965
F39B2.5,WBGene00009556,23.946
klp-7,WBGene00002219,23.921
ada-2,WBGene00017967,23.916
trpa-2,WBGene00010873,23.908
npr-35,WBGene00016842,23.899
coa-6,WBGene00013893,23.893
F39C12.1,WBGene00018193,23.886
F52B5.7,WBGene00009923,23.842
K10G9.2,WBGene00010756,23.838
cox-17,WBGene00018240,23.821
C31C9.2,WBGene00007836,23.813
elpc-1,WBGene00022463,23.805
Y73F8A.24,WBGene00013529,23.787
pld-1,WBGene00004040,23.77
dpy-26,WBGene00001085,23.749
F07G6.11,WBGene00304813,23.746
cerk-1,WBGene00020398,23.736
tlf-1,WBGene00006577,23.71
C45G9.5,WBGene00016676,23.708
B0546.4,WBGene00015251,23.689
lsy-2,WBGene00003087,23.67
cln-3.2,WBGene00000540,23.654
swan-1,WBGene00009977,23.651
mdt-10,WBGene00007014,23.625
pps-1,WBGene00004091,23.618
F25H8.2,WBGene00009132,23.617
mig-32,WBGene00008684,23.61
tomm-70,WBGene00022722,23.607
aipl-1,WBGene00010685,23.59
fis-2,WBGene00001425,23.579
C54F6.18,WBGene00235093,23.556
hse-5,WBGene00002003,23.548
aly-2,WBGene00000121,23.539
stn-1,WBGene00006062,23.539
Y39B6A.3,WBGene00012666,23.514
rsr-1,WBGene00004706,23.509
npp-12,WBGene00003798,23.507
dtmk-1,WBGene00011272,23.495
Y62E10A.24,WBGene00302968,23.474
mel-26,WBGene00003209,23.47
csn-5,WBGene00000817,23.455
fos-1,WBGene00001345,23.446
lsm-1,WBGene00003076,23.43
C53D5.5,WBGene00016906,23.429
gst-26,WBGene00001774,23.429
F26H9.2,WBGene00009174,23.422
Y71F9AL.25,WBGene00304792,23.413
lin-66,WBGene00001562,23.388
rap-2,WBGene00004308,23.386
F20C5.11,WBGene00303015,23.384
ZK1248.11,WBGene00022881,23.373
cpsf-2,WBGene00017313,23.352
swan-2,WBGene00009976,23.328
col-175,WBGene00000748,23.32
rbg-1,WBGene00004317,23.318
Y38E10A.24,WBGene00012602,23.295
K10G6.4,WBGene00019641,23.288
C56A3.6,WBGene00008345,23.263
rev-1,WBGene00014066,23.256
anr-20,WBGene00219581,23.228
hum-2,WBGene00002036,23.206
C29H12.6,WBGene00016237,23.144
unc-64,WBGene00006798,23.117
ulp-2,WBGene00006737,23.108
col-103,WBGene00000677,23.094
dnj-15,WBGene00001033,23.077
T22H9.1,WBGene00020705,23.055
R08D7.4,WBGene00011144,23.048
tag-340,WBGene00017826,23.021
C25H3.17,WBGene00194642,23.012
arrd-13,WBGene00011054,22.996
F10C2.5,WBGene00008646,22.996
lfor-1,WBGene00045388,22.992
F13H10.8,WBGene00044784,22.971
ndx-6,WBGene00003583,22.942
glb-9,WBGene00016184,22.933
taf-3,WBGene00006384,22.931
D1065.6,WBGene00268212,22.897
cyy-1,WBGene00022697,22.884
M01E11.1,WBGene00019710,22.883
C24A3.2,WBGene00016033,22.883
D1025.1,WBGene00008353,22.853
C35B1.2,WBGene00016432,22.846
F25B5.6,WBGene00017777,22.822
mspn-1,WBGene00010557,22.819
F26A10.2,WBGene00017814,22.808
F37C12.1,WBGene00018149,22.808
lit-1,WBGene00003048,22.806
tbce-1,WBGene00019503,22.801
F35A5.8,WBGene00001335,22.793
Y50D4A.1,WBGene00021735,22.782
ptrn-1,WBGene00004121,22.777
pcf-11,WBGene00020092,22.763
hsp-25,WBGene00002023,22.761
gpa-7,WBGene00001669,22.734
C06H2.2,WBGene00007386,22.701
dhs-1,WBGene00000965,22.7
jmjc-1,WBGene00020902,22.684
lin-1,WBGene00002990,22.665
arrd-17,WBGene00011732,22.64
mbk-1,WBGene00003149,22.614
evl-14,WBGene00001352,22.614
lin-65,WBGene00022149,22.611
C05C8.1,WBGene00015460,22.602
rft-2,WBGene00021626,22.592
snx-17,WBGene00008927,22.582
Y51H4A.15,WBGene00013109,22.582
cdc-6,WBGene00000382,22.566
wdr-5.1,WBGene00006474,22.565
Y39A1A.14,WBGene00012652,22.51
Y116A8C.9,WBGene00013789,22.505
epg-2,WBGene00021468,22.499
rpc-25,WBGene00014111,22.484
cyp-33C4,WBGene00018413,22.478
mab-10,WBGene00003107,22.474
ZK792.1,WBGene00014076,22.472
metl-5,WBGene00008008,22.467
R10H10.6,WBGene00011224,22.457
C14F11.6,WBGene00015781,22.436
Y62F5A.9,WBGene00013387,22.433
gpaa-1,WBGene00018006,22.432
dsh-1,WBGene00001101,22.414
rpl-11.1,WBGene00004422,22.402
M142.8,WBGene00043057,22.401
best-23,WBGene00014989,22.399
fahd-1,WBGene00022798,22.392
ttb-1,WBGene00006648,22.371
scp-1,WBGene00004744,22.37
T23B5.4,WBGene00011941,22.369
cst-1,WBGene00017472,22.361
gck-1,WBGene00001526,22.319
F10G7.10,WBGene00017373,22.313
W06H8.6,WBGene00021068,22.313
icap-1,WBGene00012889,22.308
syf-1,WBGene00016837,22.304
lid-1,WBGene00007711,22.302
svh-2,WBGene00020504,22.262
gln-1,WBGene00001602,22.255
F23H11.4,WBGene00017760,22.253
ogdh-2,WBGene00014098,22.246
lin-25,WBGene00003011,22.245
ept-1,WBGene00018797,22.24
T09B4.5,WBGene00020379,22.23
nipi-3,WBGene00010700,22.226
F10E9.4,WBGene00017356,22.222
tag-77,WBGene00006450,22.214
mogs-1,WBGene00008775,22.19
ubc-9,WBGene00006706,22.189
rab-14,WBGene00004276,22.188
snu-23,WBGene00022794,22.179
rsu-1,WBGene00007924,22.173
hrpk-1,WBGene00017816,22.173
mel-46,WBGene00020284,22.17
ikke-1,WBGene00011299,22.161
tsp-21,WBGene00023491,22.151
Y48G10A.3,WBGene00013020,22.149
K09E4.3,WBGene00010721,22.136
kel-3,WBGene00002185,22.135
pus-1,WBGene00004248,22.099
C02B10.5,WBGene00015330,22.091
aps-2,WBGene00000157,22.066
rga-1,WBGene00012203,22.065
smg-6,WBGene00004884,22.059
nkat-3,WBGene00010984,22.054
cth-2,WBGene00022856,22.028
cul-4,WBGene00000839,22.011
pad-2,WBGene00010757,22.004
frpr-6,WBGene00017661,22.002
vps-35,WBGene00006933,22
col-77,WBGene00000653,21.996
Y92H12A.2,WBGene00022358,21.986
sop-3,WBGene00004946,21.985
Y48A5A.3,WBGene00044466,21.98
sec-24.2,WBGene00004756,21.97
H06H21.11,WBGene00044483,21.948
thoc-5,WBGene00021311,21.947
adbp-1,WBGene00012157,21.943
B0507.2,WBGene00015219,21.941
rpap-3,WBGene00016375,21.902
noa-1,WBGene00013001,21.899
F25H8.1,WBGene00009131,21.874
erv-46,WBGene00010725,21.871
sfxn-2,WBGene00015777,21.85
B0041.8,WBGene00015011,21.83
rbm-42,WBGene00021901,21.824
K11G12.6,WBGene00019657,21.819
ash-2,WBGene00012458,21.816
pigu-1,WBGene00011914,21.808
F01F1.11,WBGene00017165,21.804
suco-1,WBGene00020031,21.799
Y67D2.2,WBGene00022052,21.796
C01G6.4,WBGene00007226,21.784
isw-1,WBGene00002169,21.775
spe-15,WBGene00004969,21.741
ssl-1,WBGene00007027,21.74
rsy-1,WBGene00013177,21.727
cpf-2,WBGene00000774,21.725
F21C10.18,WBGene00235330,21.721
F23A7.8,WBGene00044638,21.682
aipr-1,WBGene00016966,21.681
F09G2.2,WBGene00017311,21.658
vps-15,WBGene00014151,21.655
mog-1,WBGene00003389,21.628
ddx-52,WBGene00011032,21.628
arl-5,WBGene00000189,21.626
irld-8,WBGene00018360,21.621
sly-1,WBGene00009654,21.599
C16A11.2,WBGene00015815,21.578
cpt-1,WBGene00012907,21.577
pitp-1,WBGene00010813,21.57
daf-4,WBGene00000900,21.559
skr-21,WBGene00004827,21.556
F25H9.7,WBGene00009139,21.54
hst-1,WBGene00002028,21.528
vab-10,WBGene00006876,21.525
ZK550.3,WBGene00013997,21.512
oxi-1,WBGene00003898,21.51
hrdl-1,WBGene00009164,21.509
rpb-11,WBGene00012187,21.505
sams-3,WBGene00015538,21.494
idh-2,WBGene00007942,21.487
ubh-4,WBGene00006724,21.463
scrm-1,WBGene00011935,21.457
rpa-1,WBGene00017546,21.457
W05H12.2,WBGene00012290,21.437
F09E5.8,WBGene00017286,21.432
ifet-1,WBGene00004132,21.425
Y79H2A.3,WBGene00013580,21.42
Y92H12BR.2,WBGene00022368,21.389
rfp-1,WBGene00007008,21.387
hmp-1,WBGene00001978,21.382
F49E8.7,WBGene00018638,21.368
ZK643.5,WBGene00014036,21.353
mrpl-24,WBGene00019076,21.336
Y53C12A.10,WBGene00175030,21.312
C30G7.2,WBGene00044176,21.308
adsl-1,WBGene00011064,21.299
col-71,WBGene00000647,21.277
C36A4.4,WBGene00007965,21.274
bet-2,WBGene00010199,21.273
mfap-1,WBGene00009671,21.27
npp-8,WBGene00003794,21.242
arrd-19,WBGene00018061,21.227
prdx-6,WBGene00021401,21.224
C33E10.3,WBGene00023245,21.207
prpf-4,WBGene00004186,21.199
B0001.8,WBGene00007093,21.194
Y48B6A.1,WBGene00012978,21.181
pink-1,WBGene00017137,21.155
dnj-8,WBGene00001026,21.139
Y17G7B.21,WBGene00012472,21.127
F53F4.16,WBGene00023419,21.125
chil-10,WBGene00016642,21.124
wdfy-2,WBGene00008402,21.119
mrpl-9,WBGene00015025,21.108
npr-23,WBGene00021328,21.09
F55A12.5,WBGene00018864,21.086
rbm-17,WBGene00010233,21.079
sec-12,WBGene00010496,21.054
otub-4,WBGene00015249,21.051
trpp-4,WBGene00018088,21.04
mcd-1,WBGene00013096,21.018
T23B3.2,WBGene00020710,20.994
zip-1,WBGene00006986,20.992
D2045.7,WBGene00008424,20.99
R05F9.6,WBGene00019890,20.983
sup-17,WBGene00006324,20.965
K05B2.2,WBGene00019403,20.924
gex-3,WBGene00001580,20.898
F13D12.8,WBGene00008742,20.894
msi-1,WBGene00003423,20.887
lpd-6,WBGene00003062,20.881
farl-11,WBGene00017349,20.869
gcy-13,WBGene00001539,20.855
pqbp-1.1,WBGene00020647,20.853
rbg-2,WBGene00004318,20.849
hot-5,WBGene00001990,20.847
C05D11.9,WBGene00015486,20.813
xpo-2,WBGene00002079,20.808
ivns-1,WBGene00006493,20.788
Y69A2AR.16,WBGene00022087,20.786
lnp-1,WBGene00015492,20.786
C09D4.4,WBGene00015635,20.783
F45G2.7,WBGene00009733,20.775
Y105E8A.21,WBGene00013679,20.77
asps-1,WBGene00007100,20.769
